,Name,Country,Room_stayed,Date_stayed,Trip_type,Review_date,Review_title,Positive,Negative,Reviewer_score
1108,Jeff,United Kingdom,Superior Double Room with City View,1 night ·  July 2019,Solo traveller,Reviewed: 5 July 2019,Good,Great location. Bed comfortable. Great TV,Breakfast was very disappointing. Fruit salad was not fresh. Melon in the fruit salad was off. Whole fruit including bananas and apples were all badly bruised and not fresh. Cooked breakfast was ok but not great.,7.1
1109,Eric,United Kingdom,Executive Suite,1 night ·  June 2019,Couple,Reviewed: 30 June 2019,This will do,Views & food,Taking payments from the wrong debit cards!!,7.1
1110,Abdulkarim,Kuwait,Superior Double Room,2 nights ·  June 2019,Solo traveller,Reviewed: 28 June 2019,Okay,Room is nice with nice view,Swimming pool is small. Receptionists do not answer to call quickly,5.8
1111,Brett,United Kingdom,Superior Double Room,2 nights ·  June 2019,Solo traveller,Reviewed: 27 June 2019,"Cockroach horror, but resolved by night manager,",Good location,"I found a huge Asian Cockroach in my bathroom. Two of the front desk staff were pretty unhelpful saying that there were no other rooms. However, the female front desk person was supportive and the Night Manager was helpful and resolved the issue (moved me to another room.)",5.4
1112,Melissa,United Kingdom,Superior Double Room,1 night ·  June 2019,Couple,Reviewed: 26 June 2019,Disappointing,We were woken in the middle of the night by a member of the housekeeping consistently knocking on you door to give us towels that we never requested!!,Not Available,2.5
1113,Narasinga,United Arab Emirates,Superior Double Room with City View,3 nights ·  June 2019,Family,Reviewed: 19 June 2019,"Its ok, but for leisure we need good ambience & breakfast was crowded and fully mismanaged",The room offered is very small compared to previous stay in same type of room. Very small window for viewing & room is congested.,Not Available,5.8
1114,Simon,United Kingdom,Superior Double Room,3 nights ·  June 2019,Solo traveller,Reviewed: 16 June 2019,Passable,"Noise from DLR
Uncomfortable bed
Size of room",Not Available,5.0
1115,Sanj,United Kingdom,Executive Double Room,2 nights ·  June 2019,Couple,Reviewed: 8 June 2019,"All style, little substance.",Fantastic architecture and interior design. Super chic and great view of the city. The roof top bar and restaurant is really stylish.,"Guest service managers’s attitude was simply appalling. Quick to offer extras and take payment but no organisation of delivery of products led to surprise being ruined and on top of that she appeared at the door huffing and puffing. Passive aggressive, dismissive, sharp and rude. Absolutely disgraceful behaviour and completely ruined a stay that had potential to be very memorable.",6.2
1116,John,United Kingdom,Superior Twin Room,1 night ·  June 2019,Group,Reviewed: 7 June 2019,Ok,Great location clean room,"At the bar they charge 12.5percent service charge even when u go to the bar 
The tables were dirty something I wouldn’t expect when paying such high prices",6.7
1117,James,United Kingdom,Superior Double Room,1 night ·  May 2019,Couple,Reviewed: 29 May 2019,nice hotel but a bit pricey,"expensive even without breakfast.
food looked ok though.
10 mins to tube and main bar area.",Not Available,7.1
1118,Desiree,Netherlands,Superior Twin Room,1 night ·  May 2019,Group,Reviewed: 28 May 2019,Good,"It was a nice recently built hotel, good wifi and friendly staff. Very nice roof terrace and good breakfast.
Location convenient in Canary Wharf.","It was very hot in the room when I arrived (26 degrees) and despite using the A/C, it was never cooler than 22 degrees, too warm at night.
There was an iron but no iron board. I was put in a disabled room without asking; probably because of this, there was flooding in the bathroom.",7.1
1119,Kyle,United Kingdom,Superior Double Room,1 night ·  May 2019,Couple,Reviewed: 27 May 2019,Shocking!!,The view that’s about it.,"Firstly when checking in we was rushed through check in to be told our room wasn’t ready anyway. We finally got to our room that night & realised the lamp next to the bed was broken so we had to have the lights on that were next to the pillows. When waking up in the morning to start the day off with a coffee we found out that the kettle was broken. I called front desk to tell them could they fix it and they said “we will send someone up”....... 30 minutes later after patiently waiting I then called again to ask what was the hold up & the reply was “ohhh have they not been yet, I will call the team to find out what the hold up is” we then again waited another 5 minutes still no knock on the door. Frustrated with the hold up I called again & had to actually ask if it was possible to get 2 coffees? Not even an offer from staff it’s like they didn’t even care (still no maintenance team on hand) finally the coffee arrived after a 45 minutes and it was literally the size of a shot of espresso (latte was requested) really wasn’t worth it. Just to top it all off I’ve arrived home today & checked my bank account for payments made & they have taken £150 out. I pre paid for the room back in April to get it cheaper then to see £150 taken out for “pre authorisation” which we didn’t know about or get told about before agreeing at check in. I had to find this out by calling the hotel to then yet again wait for a hour to get a email for reasons why and they said apparently it was only meant to be £100 & the extra £50 was “a glitch in the system” so now I have to wait 3-5 days for a refund. No phone call back to apologies just a email for me to go off & wait for my refund. Utterly shocking service for what I thought was a respectable hotel chain. I won’t be using any Accor hotels again!!",2.5
1120,Celia,United Kingdom,Superior Double Room,1 night ·  May 2019,Couple,Reviewed: 27 May 2019,"Above average.Very helpful,friendly staff.","Great view,good breakfast.Bathroom was a neat use of space and slick.
Lovely pool area.",Housekeeping not efficient enough even when prompted...not enough milk in fridge and no spoons given for tea etc.Not enough bathroom wash product facilities either.,7.1
1121,Shelby,United Kingdom,Superior Double Room,1 night ·  May 2019,Couple,Reviewed: 23 May 2019,Passable,The breakfast buffet was great and the view amazing. Lovely facilities.,The cleanliness and smell of the room. The staff could have been more helpful struggled to find the breakfast ended up asking the maid as she was more helpful.,5.0
1122,Olivia,United Kingdom,Superior Double Room,1 night ·  May 2019,Couple,Reviewed: 14 May 2019,Pleasant,Location was great,"The first room I checked in was dirty period stain on the bed the bedding was not made properly the sheets came out easily it was not made at usual hotel standard , I called reception they told me to come down stairs really someone should have come upstairs had a look and apologised there then moved us to our new room even offer complimentary drinks or something.",6.7
1123,Deborah,United Kingdom,Superior Double Room,1 night ·  May 2019,Couple,Reviewed: 7 May 2019,Pleasant,The staff in the rooftop bar were very rude. There was a strong smell of cannabis in the corridor to our bedroom. The bed wasn't as comfortable as other hotels in have stayed in.,Not Available,6.7
1124,Ramzi,Germany,Superior Double Room,1 night ·  April 2019,Solo traveller,Reviewed: 5 May 2019,Passable,Room not clean,Not Available,5.0
1125,Chris,United Kingdom,Superior Double Room,1 night ·  May 2019,Couple,Reviewed: 5 May 2019,"Satisfied stay, expected more","Comfortable bed, good views, good tv","We asked for maintenance at the front desk because our suitcase handle broke, never heard anything. No welcome book or notice telling us when facilities could be used",7.1
1126,Stephen,United Kingdom,Superior Double Room,1 night ·  May 2019,Couple,Reviewed: 3 May 2019,Pleasant,The room and rooftop bar,High bar prices and the service charge in the bar.,6.7
1127,Monica,United Kingdom,Superior Double Room,1 night ·  April 2019,Solo traveller,Reviewed: 1 May 2019,Good,The Bokan restaurant and the view,There was no jacuzzi or steam room,7.1
1128,Tom,United States,Studio Suite,7 nights ·  April 2019,Couple,Reviewed: 29 April 2019,Okay,"Room service for food was good limited choices but attentive staff and quick.
Checking out was a breeze.",Check in was a painful experience even after calling days before as well as the day of arrival to confirm an early check in the room wasn't ready till after 3pm. Air conditioning would constantly reset to a warmer temperature and shut off during the day while your out and about. This caused stuffy and warm conditions when returning from a day and night out. Sound proof rooms are really not that sound proof. Restaurant wasn't used but bar is overpriced.,5.8
1129,Katie,United Kingdom,Superior Double Room,2 nights ·  April 2019,Couple,Reviewed: 22 April 2019,Passable,View was amazing and loved the shower.,"House keeping didn’t turn up till late afternoon, the room wasn’t really cleaned, sheets wasn’t changed and there were holes in the sheets and the curtains.",5.0
1130,Moath,United Arab Emirates,Superior Double Room,2 nights ·  April 2019,Couple,Reviewed: 18 April 2019,Okay,"Location
Rooms 
View
Terrace","The staffs in the 38th floor bar were so rude and unprofessional.. u feel that u r dealing with two stars hotel staffs.
I made two complains two the management without any response.
For the amount which i paid I expected better treatment.
Not recommended",5.8
